S/N,E-waste Collection Points,Collection Type,Location,Postal Code,Remarks,Website,
407,COLD STORAGE @ WEST MALL,2. Retailer E-bin,"1 BUKIT BATOK CENTRAL LINK, #B1-01",658713,E-waste accepted: Batteries only,https://alba-ewaste.sg,
408,DECATHLON @ BEDOK,2. Retailer E-bin,"750A CHAI CHEE ROAD, #01-01",469001,E-waste accepted: Batteries only,https://alba-ewaste.sg,
409,DECATHLON @ CITY SQUARE MALL,2. Retailer E-bin,"180 KITCHENER RD, CITY SQUARE MALL, #02-03",208539,E-waste accepted: Batteries only,https://alba-ewaste.sg,
410,DECATHLON @ JOO KOON,2. Retailer E-bin,"1 JOO KOON CIRCLE, FAIRPRICE HUB, #02-21",629117,E-waste accepted: Batteries only,https://alba-ewaste.sg,
411,DECATHLON @ NORTHSHORE PLAZA,2. Retailer E-bin,"407 NORTHSHORE DRIVE, #01-27",820407,E-waste accepted: Batteries only,https://alba-ewaste.sg,
412,DECATHLON @ STADIUM,2. Retailer E-bin,230 STADIUM BOULEVARD,397799,E-waste accepted: Batteries only,https://alba-ewaste.sg,
413,DECATHLON @ THE CENTREPOINT,2. Retailer E-bin,"176 ORCHARD ROAD, THE CENTREPOINT, #01-14",238843,E-waste accepted: Batteries only,https://alba-ewaste.sg,
414,FAIRPRICE @ 107 TAMPINES ST 11,2. Retailer E-bin,"107 TAMPINES ST 11, #01-353/355/357/359",521107,E-waste accepted: Batteries only,https://alba-ewaste.sg,
415,FAIRPRICE @ 12 ALEXANDRA VIEW,2. Retailer E-bin,"12 ALEXANDRA VIEW, #01-18",158736,E-waste accepted: Batteries only,https://alba-ewaste.sg,
416,FAIRPRICE @ 152B SERANGOON AVE 4,2. Retailer E-bin,"152B SERANGOON NORTH AVE 1, #01-384",552152,E-waste accepted: Batteries only,https://alba-ewaste.sg,
417,FAIRPRICE @ 20 LENGKOK BAHRU,2. Retailer E-bin,"20 LENGKOK BAHRU, #01-13",159053,E-waste accepted: Batteries only,https://alba-ewaste.sg,
418,FAIRPRICE @ 253 SERANGOON CENTRAL DR,2. Retailer E-bin,"253 SERANGOON CENTRAL DR, #01-241",550253,E-waste accepted: Batteries only,https://alba-ewaste.sg,
419,FAIRPRICE @ 279 BISHAN ST 24,2. Retailer E-bin,"279 BISHAN ST 24, #01-62/64",570279,E-waste accepted: Batteries only,https://alba-ewaste.sg,
420,FAIRPRICE @ 29A GHIM MOH LINK,2. Retailer E-bin,"29A GHIM MOH LINK, #01-01",271029,E-waste accepted: Batteries only,https://alba-ewaste.sg,
421,FAIRPRICE @ 4 BUKIT BATOK ST 41,2. Retailer E-bin,4 BUKIT BATOK ST 41 #01-91/92,657991,E-waste accepted: Batteries only,https://alba-ewaste.sg,
422,FAIRPRICE @ 476 UPPER SERANGOON VIEW,2. Retailer E-bin,"476 UPPER SERANGOON VIEW, #02-18",530476,E-waste accepted: Batteries only,https://alba-ewaste.sg,
423,FAIRPRICE @ 683 HOUGANG AVE 4,2. Retailer E-bin,"682 HOUGANG AVE 4, #01-310",530682,E-waste accepted: Batteries only,https://alba-ewaste.sg,
424,FAIRPRICE @ 745 BEDOK RESEVOIR RD,2. Retailer E-bin,"745 BEDOK RESERVOIR RD, #01-3015",470745,E-waste accepted: Batteries only,https://alba-ewaste.sg,
425,FAIRPRICE @ CORONATION PLAZA,2. Retailer E-bin,"587 BUKIT TIMAH RD #01-01 CORONATION PLAZA, #01-01",269707,E-waste accepted: Batteries only,https://alba-ewaste.sg,
426,FAIRPRICE @ E!HUB,2. Retailer E-bin,"1 PASIR RIS CLOSE, E!HUB DOWNTOWN EAST, #02-127, #02-127",519599,E-waste accepted: Batteries only,https://alba-ewaste.sg,
427,FAIRPRICE @ FAIRPRICE HUB,2. Retailer E-bin,"1 JOO KOON CIRCLE, FAIRPRICE HUB, LEVEL 3",629117,E-waste accepted: Batteries only,https://alba-ewaste.sg,
428,FAIRPRICE @ FUNAN MALL,2. Retailer E-bin,"107 NORTH BRIDGE RD #B1-10 FUNAN MALL, #B1-10",179105,E-waste accepted: Batteries only,https://alba-ewaste.sg,
429,FAIRPRICE @ JEWEL CHANGI AIRPORT,2. Retailer E-bin,"78 AIRPORT BOULEVARD, JEWEL CHANGI AIRPORT, #B2-205 TO 208",819666,E-waste accepted: Batteries only,https://alba-ewaste.sg,
430,FAIRPRICE @ KATONG VILLAGE HOTEL,2. Retailer E-bin,"30 EAST COAST RD, KATONG VILLAGE HOTEL, #01-06/07/08/09",428751,E-waste accepted: Batteries only,https://alba-ewaste.sg,
431,FAIRPRICE @ TEKKA PLACE,2. Retailer E-bin,"2 SERANGOON RD, TEKKA PLACE, #B1-06/07/08/09",218227,E-waste accepted: Batteries only,https://alba-ewaste.sg,
432,FAIRPRICE @ TERMINAL 3,2. Retailer E-bin,"65 AIRPORT BOULEVARD, CHANGI AIRPORT TERMINAL 3, #B2-10",819663,E-waste accepted: Batteries only,https://alba-ewaste.sg,
433,FAIRPRICE @ THE WOODGROVE,2. Retailer E-bin,"30 WOODLANDS AVE 1, THE WOODGROVE, #01-11",739065,E-waste accepted: Batteries only,https://alba-ewaste.sg,
434,FAIRPRICE @ TIONG BAHRU PLAZA,2. Retailer E-bin,"302 TIONG BAHRU ROAD, #B1-01",168732,E-waste accepted: Batteries only,https://alba-ewaste.sg,
435,FAIRPRICE @ VALLEY POINT,2. Retailer E-bin,"491 RIVER VALLEY ROAD, VALLEY POINT, #01-14",248371,E-waste accepted: Batteries only,https://alba-ewaste.sg,
436,FAIRPRICE @ WATERWAY POINT,2. Retailer E-bin,"83 PUNGGOL CENTRAL, WATERWAY POINT, #B2-32",828761,E-waste accepted: Batteries only,https://alba-ewaste.sg,
437,GIANT @ 256 BANGKIT ROAD,2. Retailer E-bin,"256 BANGKIT ROAD, #01-69",670256,E-waste accepted: Batteries only,https://alba-ewaste.sg,
438,GIANT @ 260 KIM KEAT AVENUE,2. Retailer E-bin,"260 KIM KEAT AVENUE, #01-01",310260,E-waste accepted: Batteries only,https://alba-ewaste.sg,
439,GIANT @ 284 BUKIT BATOK EAST,2. Retailer E-bin,"284 BUKIT BATOK EAST, #01-251",650284,E-waste accepted: Batteries only,https://alba-ewaste.sg,
440,GIANT @ 293 YISHUN ST 22,2. Retailer E-bin,"293 YISHUN STREET 22, #01-261",760293,E-waste accepted: Batteries only,https://alba-ewaste.sg,
441,GIANT @ 376 BUKIT BATOK ST 31,2. Retailer E-bin,"376 BUKIT BATOK ST 31, #01-116",650376,E-waste accepted: Batteries only,https://alba-ewaste.sg,
442,GIANT @ 418 YISHUN AVENUE 11,2. Retailer E-bin,"418 YISHUN AVENUE 11, #01-433",760418,E-waste accepted: Batteries only,https://alba-ewaste.sg,
443,GIANT @ 440 PASIR RIS DRIVE,2. Retailer E-bin,"440 PASIR RIS DRIVE 4, #01-01",510440,E-waste accepted: Batteries only,https://alba-ewaste.sg,
444,GIANT @ 525 ANG MO KIO AVE 10,2. Retailer E-bin,"525 ANG MO KIO AVE 10, #01-2401",560525,E-waste accepted: Batteries only,https://alba-ewaste.sg,
445,GIANT @ 622D PUNGGOL CENTRAL,2. Retailer E-bin,"622D PUNGGOL CENTRAL, #01-06",824622,E-waste accepted: Batteries only,https://alba-ewaste.sg,
446,GIANT @ 982 BUANGKOK CRESCENT,2. Retailer E-bin,"982 BUANGKOK CRESCENT, #01-01",530982,E-waste accepted: Batteries only,https://alba-ewaste.sg,
447,GIANT @ ADMIRALTY MRT,2. Retailer E-bin,"70  WOODLANDS AVE 7, #01-05",738344,E-waste accepted: Batteries only,https://alba-ewaste.sg,
448,GIANT @ BEAUTY WORLD CENTRE,2. Retailer E-bin,"144 UPPER BUKIT TIMAH ROAD, #B1-01",588177,E-waste accepted: Batteries only,https://alba-ewaste.sg,
449,GIANT @ GREENRIDGE SHOPPING CENTRE,2. Retailer E-bin,"524A JELAPANG ROAD, #03-13",671524,E-waste accepted: Batteries only,https://alba-ewaste.sg,
450,GIANT @ HDB BISHAN BRANCH OFFICE,2. Retailer E-bin,"512 BISHAN STREET 13, #01-524",570512,E-waste accepted: Batteries only,https://alba-ewaste.sg,
451,GIANT @ JK CENTRE,2. Retailer E-bin,"291 JOO CHIAT RD, #01-01",427543,E-waste accepted: Batteries only,https://alba-ewaste.sg,
452,GIANT @ KAMPUNG UBI,2. Retailer E-bin,"306 UBI AVE 1, KAMPUNG UBI, #01-85",400306,E-waste accepted: Batteries only,https://alba-ewaste.sg,
453,GIANT @ KHATIB MRT,2. Retailer E-bin,"201 YISHUN AVE 2, #01-03",618640,E-waste accepted: Batteries only,https://alba-ewaste.sg,
454,GIANT @ NEXT TO SERANGOON MARKET,2. Retailer E-bin,"266 SERANGOON CENTRAL DRIVE, #01-255",550266,E-waste accepted: Batteries only,https://alba-ewaste.sg,
455,GIANT @ NTU CANTEEN 2,2. Retailer E-bin,"35 STUDENTS WALK, #01-01",639548,E-waste accepted: Batteries only,https://alba-ewaste.sg,
456,GIANT @ SUNSHINE PLACE,2. Retailer E-bin,"475 CHOA CHU KANG AVE 3, #01-01",680475,E-waste accepted: Batteries only,https://alba-ewaste.sg,
457,GIANT @ TAMPINES MART,2. Retailer E-bin,"9 TAMPINES STREET 32, #01-16",529286,E-waste accepted: Batteries only,https://alba-ewaste.sg,
458,GIANT @ VISTA POINT,2. Retailer E-bin,"548 WOODLANDS DRIVE 44, #01-37",730548,E-waste accepted: Batteries only,https://alba-ewaste.sg,
459,GIANT @ WATERWAY BANKS,2. Retailer E-bin,671 EDGEFIELD PLAINS,820671,E-waste accepted: Batteries only,https://alba-ewaste.sg,
460,BEST DENKI @ BEDOK MALL,2. Retailer E-bin,"311 NEW UPPER CHANGI ROAD, BEDOK MALL, #B1-01/43/44, BASEMENT 1 MAIN ENTRANCE",467360,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
461,BEST DENKI @ FUNAN,2. Retailer E-bin,"109 NORTH BRIDGE ROAD, FUNAN, #03-16, IN-STORE",179097,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
462,BEST DENKI @ GREAT WORLD CITY,2. Retailer E-bin,"1 KIM SENG PROMENADE, GREAT WORLD CITY, #07-01",237994,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
463,BEST DENKI @ HILLION MALL,2. Retailer E-bin,"17 PETIR ROAD, HILLION MALL, #B1-65, BASEMENT 1",678278,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
464,BEST DENKI @ IMM,2. Retailer E-bin,"2 JURONG EAST STREET 21, IMM, #03-33, IN-STORE",609601,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
465,BEST DENKI @ JUNCTION 8 SHOPPING CENTRE,2. Retailer E-bin,"9 BISHAN PLACE, JUNCTION 8 SHOPPING CENTRE, #03-02, IN-STORE",579837,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
466,BEST DENKI @ JURONG POINT,2. Retailer E-bin,"63 JURONG WEST CENTRAL 3, JURONG POINT, #B1-92, IN-STORE",648331,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
467,BEST DENKI @ NGEE ANN CITY TOWER A,2. Retailer E-bin,"391A ORCHARD ROAD, NGEE ANN CITY TOWER A, LEVEL 5",238873,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
468,BEST DENKI @ PARKWAY PARADE,2. Retailer E-bin,"80 MARINE PARADE ROAD, PARKWAY PARADE, #03-29, IN-STORE",449269,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
469,BEST DENKI @ PLAZA SINGAPURA,2. Retailer E-bin,"68 ORCHARD ROAD, PLAZA SINGAPURA, #03-39, BESIDE CASHIER COUNTER",238839,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
470,BEST DENKI @ THE CLEMENTI MALL,2. Retailer E-bin,"3155 COMMONWEALTH AVENUE WEST, THE CLEMENTI MALL, #04-46/47/48/49, IN-STORE",129588,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
471,BEST DENKI @ VIVOCITY,2. Retailer E-bin,"1 HARBOURFRONT WALK, VIVOCITY, #02-07, IN-STORE CUSTOMER SERVICE COUNTER",98585,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
472,BEST DENKI @ WATERWAY POINT,2. Retailer E-bin,"83 PUNGGOL CENTRAL, WATERWAY POINT, EAST WING, MAIN ENTRANCE",828761,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
473,CASH CONVERTERS @ 135 JURONG GATEWAY ROAD,2. Retailer E-bin,"135 JURONG GATEWAY ROAD, BUYER'S OFFICE",600135,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
474,CASH CONVERTERS @ 192 TOA PAYOH LORONG 4,2. Retailer E-bin,"192 TOA PAYOH LORONG 4, BUYER'S OFFICE",310192,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
475,CASH CONVERTERS @ 510 TAMPINES CENTRAL 1,2. Retailer E-bin,"510 TAMPINES CENTRAL 1, BUYER'S OFFICE",520510,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
476,CASH CONVERTERS @ 710A ANG MO KIO AVE 8,2. Retailer E-bin,"710A ANG MO KIO AVE 8, GROUND FLOOR - BUYER’S OFFICE",561710,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
477,CHALLENGER @ ANG MO KIO HUB,2. Retailer E-bin,"ANG MO KIO AVENUE 3, ANG MOH KIO HUB, #B1-58, OUTLET ENTRANCE",569933,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
478,CHALLENGER @ BUGIS JUNCTION BASEMENT 1,2. Retailer E-bin,"200 VICTORIA STREET, BUGIS JUNCTION, #B1-26, IN-STORE",188021,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
479,CHALLENGER @ BUGIS JUNCTION LEVEL 3,2. Retailer E-bin,"200 VICTORIA STREET, BUGIS JUNCTION, #03-10E, IN-STORE",188021,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
480,CHALLENGER @ CHANGI CITY POINT,2. Retailer E-bin,"5 CHANGI BUSINESS PARK CENTRAL 1, CHANGI CITY POINT, #01-56, IN-STORE",486038,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
481,CHALLENGER @ EASTPOINT MALL,2. Retailer E-bin,"3 SIMEI STREET 6, EASTPOINT MALL, #B1-08, IN-STORE",528833,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
482,CHALLENGER @ HOUGANG MALL,2. Retailer E-bin,"90 HOUGANG AVENUE 10, HOUGANG MALL, #02-13, IN-STORE",538766,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
483,CHALLENGER @ IMM,2. Retailer E-bin,"2 JURONG EAST STREET 21, IMM, #02-23, IN-STORE",609601,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
484,CHALLENGER @ JEM,2. Retailer E-bin,"50 JURONG GATEWAY ROAD, JEM, #04-01, IN-STORE",608549,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
485,CHALLENGER @ JURONG POINT,2. Retailer E-bin,"1 JURONG WEST CENTRAL 2, JURONG POINT, #B1-94, IN-STORE",648886,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
486,CHALLENGER @ NEX MALL,2. Retailer E-bin,"23 SERANGOON CENTRAL, NEX MALL, #03-33/34, IN-STORE",556083,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
487,CHALLENGER @ NORTHPOINT SHOPPING CENTRE,2. Retailer E-bin,"930 YISHUN AVE 2, #03-90/10",769098,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
488,CHALLENGER @ PAYA LEBAR QUARTER(PLQ),2. Retailer E-bin,"10 PAYA LEBAR ROAD, PAYA LEBAR QUARTER(PLQ), #04-01, IN-STORE",409057,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
489,CHALLENGER @ PLAZA SINGAPURA,2. Retailer E-bin,"68 ORCHARD ROAD, PLAZA SINGAPURA, #04-12, IN-STORE",238839,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
490,CHALLENGER @ RAFFLES CITY SHOPPING CENTRE,2. Retailer E-bin,"252 NORTH BRIDGE RD, #03-22/23",179103,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
491,CHALLENGER @ SUN PLAZA,2. Retailer E-bin,"30 SEMBAWANG DRIVE, SUN PLAZA, #02-06, BACK OF STORE",757713,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
492,CHALLENGER @ TAMPINES 1,2. Retailer E-bin,"10 TAMPINES CENTRAL 1, TAMPINES 1, #04-25, IN-STORE REPAIR COUNTER",529536,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
493,CHALLENGER @ TIONG BAHRU PLAZA,2. Retailer E-bin,"302 TIONG BAHRU ROAD, TIONG BAHRU PLAZA, #03-19, IN-STORE",168732,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
494,CHALLENGER @ VIVOCITY,2. Retailer E-bin,"1 HARBOURFRONT WALK, VIVOCITY, #02-34, IN-STORE",98585,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
495,COURTS @ 460 TOA PAYOH LORONG 6,2. Retailer E-bin,"460 TOA PAYOH LORONG 6, MAIN ENTRANCE",310460,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
496,COURTS @ ANG MO KIO AVE 6,2. Retailer E-bin,"730 ANG MO KIO AVE 6, STORE REAR ENTRANCE",560730,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
497,COURTS @ CAUSEWAY POINT,2. Retailer E-bin,"1 WOODLANDS SQUARE, CAUSEWAY POINT, #04-19/20, MAIN ENTRANCE",738099,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
498,COURTS @ COURTS MEGASTORE,2. Retailer E-bin,"50 TAMPINES NORTH DRIVE 2, COURTS MEGASTORE, LEVEL 1 CASHIER AREA",528766,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
499,COURTS @ EASTPOINT MALL,2. Retailer E-bin,"3 SIMEI STREET 6, EASTPOINT MALL, #04-07, MAIN ENTRANCE",528833,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
500,COURTS @ JEM,2. Retailer E-bin,"50 JURONG GATEWAY ROAD, JEM, #04-30, MAIN ENTRANCE",608549,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
501,COURTS @ JURONG POINT,2. Retailer E-bin,"1 JURONG WEST CENTRAL, JURONG POINT, #02-05, MAIN ENTRANCE",648886,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
502,COURTS NOJIMA @ THE HEEREN,2. Retailer E-bin,"260 ORCHARD ROAD, THE HEEREN",238855,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
503,FAIRPRICE @ 8 CHANGI BUSINESS PARK AVE 1,2. Retailer E-bin,"8 CHANGI BUSINESS PARK AVE 1, #01-51 &, #02-51, LEVEL 2 BACK OF STORE",486018,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
504,FAIRPRICE @ ANG MO KIO HUB,2. Retailer E-bin,"53 ANG MO KIO AVE 3, ANG MO KIO HUB, #B2-40, CASHIER EXIT AREA",569933,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
505,FAIRPRICE @ HOUGANG 1,2. Retailer E-bin,"1 HOUGANG ST 91, HOUGANG 1, #02-01, ESCALATOR WALKWAY",538692,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
506,FAIRPRICE @ JEM,2. Retailer E-bin,"50 JURONG GATEWAY RD, JEM, #B1-21/22 & #B3-01, CASHIER AREA",608549,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
507,FAIRPRICE @ JURONG POINT,2. Retailer E-bin,"63 JURONG WEST CENTRAL 3, JURONG POINT, #03-01, CASHIER AREA",648331,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
508,FAIRPRICE @ KALLANG WAVE MALL,2. Retailer E-bin,"1 STADIUM PLACE LEVEL 1 #01-29, CASHIER AREA",397628,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
509,FAIRPRICE @ NEX MALL,2. Retailer E-bin,"23 SERANGOON CENTRAL, NEX MALL, #03-42, IN-STORE",556083,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
510,FAIRPRICE @ PARKWAY PARADE,2. Retailer E-bin,"80 MARINE PARADE RD, PARKWAY PARADE, #03-28, CASHIER AREA",449269,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
511,FAIRPRICE @ VIVOCITY,2. Retailer E-bin,"1 HARBOURFRONT WALK, VIVOCITY, #B2-23, IN-STORE CUSTOMER SERVICE COUNTER",98585,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
512,GAIN CITY @ ANG MO KIO INDUSTIRAL PARK 2,2. Retailer E-bin,"8 ANG MO KIO INDUSTRIAL PARK 2, MAIN ENTRANCE",569500,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
513,GAIN CITY @ GAIN CITY MEGASTORE @ SUNGEI KADUT,2. Retailer E-bin,"71 SUNGEI KADUT DRIVE, GAIN CITY MEGASTORE @ SUNGEI KADUT, LEVEL 1 LIFT LOBBY",729577,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
514,GAIN CITY @ MARINA SQUARE,2. Retailer E-bin,"6 RAFFLES BOULEVARD, MARINA SQUARE, #03 - 223 / 232, MAIN ENTRANCE",39594,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
515,GAIN CITY @ TAMPINES 1,2. Retailer E-bin,"10 TAMPINES CENTRAL 1, TAMPINES 1, #B1-09, MAIN ENTRANCE",529536,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
516,HARVEY NORMAN @ BEDOK POINT,2. Retailer E-bin,"799 NEW UPPER CHANGI ROAD, BEDOK POINT, #B1-01/02, #B-16/2 AND #B1-K1/K14",467351,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
517,HARVEY NORMAN @ BUKIT PANJANG PLAZA,2. Retailer E-bin,"1 JELEBU ROAD, BUKIT PANJANG PLAZA, #03-06, SIDE ENTRANCE",677743,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
518,HARVEY NORMAN @ DJITSUN MALL,2. Retailer E-bin,"5 ANG MO KIO CENTRAL 3, DJITSUN MALL, #02-01/02, BESIDE CASHIER COUNTER",569663,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
519,HARVEY NORMAN @ HOUGANG MALL,2. Retailer E-bin,"90 HOUGANG AVENUE 10, HOUGANG MALL, #04-15, IN-STORE",538766,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
520,HARVEY NORMAN @ JURONG POINT,2. Retailer E-bin,"1 JURONG WEST CENTRAL 2, JURONG POINT, #03-37, IN-STORE",648886,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
521,HARVEY NORMAN @ MILLENIA WALK,2. Retailer E-bin,"9 RAFFLES BOULEVARD, MILLENIA WALK, #02-27, IN-STORE ATRIUM",39596,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
522,HARVEY NORMAN @ NORTHPOINT CITY,2. Retailer E-bin,"930 YISHUN AVENUE 2, NORTHPOINT CITY, SOUTH WING, #B1-136/138, OUTLET ENTRANCE",769098,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
523,HARVEY NORMAN @ PARKWAY PARADE,2. Retailer E-bin,"80 MARINE PARADE ROAD, PARKWAY PARADE, #02-34, IN-STORE",449269,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
524,HARVEY NORMAN @ SELETAR MALL,2. Retailer E-bin,"33 SENGKANG WEST AVE, SELETAR MALL, #03-25, IN-STORE",797653,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
525,HARVEY NORMAN @ SUNTEC CITY MALL,2. Retailer E-bin,"3 TEMASEK BOULEVARD, SUNTEC CITY MALL, #01-634, IN-STORE",38983,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
526,HARVEY NORMAN @ THE CENTREPOINT,2. Retailer E-bin,"176 ORCHARD ROAD, THE CENTREPOINT, #03-31",238843,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
527,HARVEY NORMAN @ VIVA BUSINESS PARK,2. Retailer E-bin,"750B CHAI CHEE ROAD #01-01 TO 06, TO 12, #02-02 TO 06 BUSINESS PARK, #01-09, IN-STORE",469002,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
528,HARVEY NORMAN @ WEST MALL,2. Retailer E-bin,"1 BUKIT BATOK CENTRAL LINK, WEST MALL, #03-06 TO 09, IN-STORE WALKWAY",658713,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
529,HARVEY NORMAN @ WESTGATE,2. Retailer E-bin,"3 GATEWAY DRIVE, WESTGATE, #B1-32, IN-STORE",608532,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
530,LENOVO FLAGSHIP @ FUNAN MALL,2. Retailer E-bin,"107 NORTH BRIDGE ROAD, FUNAN MALL, #03-19/20, IN-STORE",179105,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
531,MEGA DISCOUNT STORE @ KALLANG LEISURE PARK,2. Retailer E-bin,"5 STADIUM WALK, KALLANG LEISURE PARK, #01-46-50, STORE REAR ENTRANCE",397693,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
532,MEGA DISCOUNT STORE @ UNITED SQUARE,2. Retailer E-bin,"101 THOMSON ROAD, UNITED SQUARE, #B1-56D/E, MAIN ENTRANCE",307591,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
533,MUSTAFA CENTRE,2. Retailer E-bin,145 SYED ALWI ROAD,207704,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
534,POPULAR SINGAPORE @ BRAS BASAH COMPLEX,2. Retailer E-bin,"231 BRAS BASAH COMPLEX, #04-23/ 33",180231,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
535,SHENG SIONG @ 118 ALJUNIED,2. Retailer E-bin,"118 ALJUNIED AVE 2, #01-100, MAIN ENTRANCE",380118,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,
