"""S/N""","""E-waste Collection Points""","""Collection Type""","""Location""","""Postal Code""","""poster""","""Remarks""","""Website""","""lat""","""lng"""
469,"""BEST DENKI @ PLAZA SINGAPURA""","""2. Retailer E-bin""","""68 ORCHARD ROAD, PLAZA SINGAPURA, #03-39, BESIDE CASHIER COUNTER""",238839,238839,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.300820718,103.8450673
470,"""BEST DENKI @ THE CLEMENTI MALL""","""2. Retailer E-bin""","""3155 COMMONWEALTH AVENUE WEST, THE CLEMENTI MALL, #04-46/47/48/49, IN-STORE""",129588,129588,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.315495939,103.7645838
472,"""BEST DENKI @ WATERWAY POINT""","""2. Retailer E-bin""","""83 PUNGGOL CENTRAL, WATERWAY POINT, EAST WING, MAIN ENTRANCE""",828761,828761,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.406412835,103.9021889
473,"""CASH CONVERTERS @ 135 JURONG GATEWAY ROAD""","""2. Retailer E-bin""","""135 JURONG GATEWAY ROAD, BUYER'S OFFICE""",600135,600135,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.333822942,103.739755
474,"""CASH CONVERTERS @ 192 TOA PAYOH LORONG 4""","""2. Retailer E-bin""","""192 TOA PAYOH LORONG 4, BUYER'S OFFICE""",310192,310192,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.331616833,103.8506237
475,"""CASH CONVERTERS @ 510 TAMPINES CENTRAL 1""","""2. Retailer E-bin""","""510 TAMPINES CENTRAL 1, BUYER'S OFFICE""",520510,520510,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.35480108,103.9444581
476,"""CASH CONVERTERS @ 710A ANG MO KIO AVE 8""","""2. Retailer E-bin""","""710A ANG MO KIO AVE 8, GROUND FLOOR - BUYER’S OFFICE""",561710,561710,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.370624935,103.8480457
477,"""CHALLENGER @ ANG MO KIO HUB""","""2. Retailer E-bin""","""ANG MO KIO AVENUE 3, ANG MOH KIO HUB, #B1-58, OUTLET ENTRANCE""",569933,569933,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.369236276,103.8487222
478,"""CHALLENGER @ BUGIS JUNCTION BASEMENT 1""","""2. Retailer E-bin""","""200 VICTORIA STREET, BUGIS JUNCTION, #B1-26, IN-STORE""",188021,188021,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.299112875,103.8554112
479,"""CHALLENGER @ BUGIS JUNCTION LEVEL 3""","""2. Retailer E-bin""","""200 VICTORIA STREET, BUGIS JUNCTION, #03-10E, IN-STORE""",188021,188021,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.299112875,103.8554112
480,"""CHALLENGER @ CHANGI CITY POINT""","""2. Retailer E-bin""","""5 CHANGI BUSINESS PARK CENTRAL 1, CHANGI CITY POINT, #01-56, IN-STORE""",486038,486038,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.334083638,103.962946
481,"""CHALLENGER @ EASTPOINT MALL""","""2. Retailer E-bin""","""3 SIMEI STREET 6, EASTPOINT MALL, #B1-08, IN-STORE""",528833,528833,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.342691998,103.9530508
482,"""CHALLENGER @ HOUGANG MALL""","""2. Retailer E-bin""","""90 HOUGANG AVENUE 10, HOUGANG MALL, #02-13, IN-STORE""",538766,538766,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.372483087,103.8937881
483,"""CHALLENGER @ IMM""","""2. Retailer E-bin""","""2 JURONG EAST STREET 21, IMM, #02-23, IN-STORE""",609601,609601,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.334917588,103.7468771
484,"""CHALLENGER @ JEM""","""2. Retailer E-bin""","""50 JURONG GATEWAY ROAD, JEM, #04-01, IN-STORE""",608549,608549,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.33255233,103.7432622
485,"""CHALLENGER @ JURONG POINT""","""2. Retailer E-bin""","""1 JURONG WEST CENTRAL 2, JURONG POINT, #B1-94, IN-STORE""",648886,648886,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.339452004,103.706685
486,"""CHALLENGER @ NEX MALL""","""2. Retailer E-bin""","""23 SERANGOON CENTRAL, NEX MALL, #03-33/34, IN-STORE""",556083,556083,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.350675514,103.8718616
487,"""CHALLENGER @ NORTHPOINT SHOPPING CENTRE""","""2. Retailer E-bin""","""930 YISHUN AVE 2, #03-90/10""",769098,769098,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.429244143,103.8361072
488,"""CHALLENGER @ PAYA LEBAR QUARTER(PLQ)""","""2. Retailer E-bin""","""10 PAYA LEBAR ROAD, PAYA LEBAR QUARTER(PLQ), #04-01, IN-STORE""",409057,409057,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.317561159,103.8928367
489,"""CHALLENGER @ PLAZA SINGAPURA""","""2. Retailer E-bin""","""68 ORCHARD ROAD, PLAZA SINGAPURA, #04-12, IN-STORE""",238839,238839,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.300820718,103.8450673
490,"""CHALLENGER @ RAFFLES CITY SHOPPING CENTRE""","""2. Retailer E-bin""","""252 NORTH BRIDGE RD, #03-22/23""",179103,179103,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.293760281,103.8527683
491,"""CHALLENGER @ SUN PLAZA""","""2. Retailer E-bin""","""30 SEMBAWANG DRIVE, SUN PLAZA, #02-06, BACK OF STORE""",757713,757713,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.448200366,103.8195301
492,"""CHALLENGER @ TAMPINES 1""","""2. Retailer E-bin""","""10 TAMPINES CENTRAL 1, TAMPINES 1, #04-25, IN-STORE REPAIR COUNTER""",529536,529536,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.354323212,103.9451412
493,"""CHALLENGER @ TIONG BAHRU PLAZA""","""2. Retailer E-bin""","""302 TIONG BAHRU ROAD, TIONG BAHRU PLAZA, #03-19, IN-STORE""",168732,168732,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.286463454,103.8269351
495,"""COURTS @ 460 TOA PAYOH LORONG 6""","""2. Retailer E-bin""","""460 TOA PAYOH LORONG 6, MAIN ENTRANCE""",310460,310460,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.33201387,103.8498495
496,"""COURTS @ ANG MO KIO AVE 6""","""2. Retailer E-bin""","""730 ANG MO KIO AVE 6, STORE REAR ENTRANCE""",560730,560730,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.373433693,103.8457652
497,"""COURTS @ CAUSEWAY POINT""","""2. Retailer E-bin""","""1 WOODLANDS SQUARE, CAUSEWAY POINT, #04-19/20, MAIN ENTRANCE""",738099,738099,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.435900079,103.7857958
498,"""COURTS @ COURTS MEGASTORE""","""2. Retailer E-bin""","""50 TAMPINES NORTH DRIVE 2, COURTS MEGASTORE, LEVEL 1 CASHIER AREA""",528766,528766,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.373623361,103.9338059
499,"""COURTS @ EASTPOINT MALL""","""2. Retailer E-bin""","""3 SIMEI STREET 6, EASTPOINT MALL, #04-07, MAIN ENTRANCE""",528833,528833,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.342691998,103.9530508
500,"""COURTS @ JEM""","""2. Retailer E-bin""","""50 JURONG GATEWAY ROAD, JEM, #04-30, MAIN ENTRANCE""",608549,608549,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.33255233,103.7432622
501,"""COURTS @ JURONG POINT""","""2. Retailer E-bin""","""1 JURONG WEST CENTRAL, JURONG POINT, #02-05, MAIN ENTRANCE""",648886,648886,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.339452004,103.706685
502,"""COURTS NOJIMA @ THE HEEREN""","""2. Retailer E-bin""","""260 ORCHARD ROAD, THE HEEREN""",238855,238855,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.302651601,103.8373672
503,"""FAIRPRICE @ 8 CHANGI BUSINESS PARK AVE 1""","""2. Retailer E-bin""","""8 CHANGI BUSINESS PARK AVE 1, #01-51 &, #02-51, LEVEL 2 BACK OF STORE""",486018,486018,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.334906513,103.9638798
504,"""FAIRPRICE @ ANG MO KIO HUB""","""2. Retailer E-bin""","""53 ANG MO KIO AVE 3, ANG MO KIO HUB, #B2-40, CASHIER EXIT AREA""",569933,569933,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.369236276,103.8487222
505,"""FAIRPRICE @ HOUGANG 1""","""2. Retailer E-bin""","""1 HOUGANG ST 91, HOUGANG 1, #02-01, ESCALATOR WALKWAY""",538692,538692,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.375614641,103.8794835
506,"""FAIRPRICE @ JEM""","""2. Retailer E-bin""","""50 JURONG GATEWAY RD, JEM, #B1-21/22 & #B3-01, CASHIER AREA""",608549,608549,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.33255233,103.7432622
507,"""FAIRPRICE @ JURONG POINT""","""2. Retailer E-bin""","""63 JURONG WEST CENTRAL 3, JURONG POINT, #03-01, CASHIER AREA""",648331,648331,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.33931504,103.705351
508,"""FAIRPRICE @ KALLANG WAVE MALL""","""2. Retailer E-bin""","""1 STADIUM PLACE LEVEL 1 #01-29, CASHIER AREA""",397628,397628,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.303075152,103.8731497
509,"""FAIRPRICE @ NEX MALL""","""2. Retailer E-bin""","""23 SERANGOON CENTRAL, NEX MALL, #03-42, IN-STORE""",556083,556083,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.350675514,103.8718616
510,"""FAIRPRICE @ PARKWAY PARADE""","""2. Retailer E-bin""","""80 MARINE PARADE RD, PARKWAY PARADE, #03-28, CASHIER AREA""",449269,449269,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.30106068,103.9053395
512,"""GAIN CITY @ ANG MO KIO INDUSTIRAL PARK 2""","""2. Retailer E-bin""","""8 ANG MO KIO INDUSTRIAL PARK 2, MAIN ENTRANCE""",569500,569500,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.371677174,103.8646465
513,"""GAIN CITY @ GAIN CITY MEGASTORE @ SUNGEI KADUT""","""2. Retailer E-bin""","""71 SUNGEI KADUT DRIVE, GAIN CITY MEGASTORE @ SUNGEI KADUT, LEVEL 1 LIFT LOBBY""",729577,729577,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.412863865,103.7460157
515,"""GAIN CITY @ TAMPINES 1""","""2. Retailer E-bin""","""10 TAMPINES CENTRAL 1, TAMPINES 1, #B1-09, MAIN ENTRANCE""",529536,529536,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.354323212,103.9451412
517,"""HARVEY NORMAN @ BUKIT PANJANG PLAZA""","""2. Retailer E-bin""","""1 JELEBU ROAD, BUKIT PANJANG PLAZA, #03-06, SIDE ENTRANCE""",677743,677743,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.380522395,103.7640514
518,"""HARVEY NORMAN @ DJITSUN MALL""","""2. Retailer E-bin""","""5 ANG MO KIO CENTRAL 3, DJITSUN MALL, #02-01/02, BESIDE CASHIER COUNTER""",569663,569663,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.37286218,103.847645
519,"""HARVEY NORMAN @ HOUGANG MALL""","""2. Retailer E-bin""","""90 HOUGANG AVENUE 10, HOUGANG MALL, #04-15, IN-STORE""",538766,538766,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.372483087,103.8937881
520,"""HARVEY NORMAN @ JURONG POINT""","""2. Retailer E-bin""","""1 JURONG WEST CENTRAL 2, JURONG POINT, #03-37, IN-STORE""",648886,648886,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.339452004,103.706685
522,"""HARVEY NORMAN @ NORTHPOINT CITY""","""2. Retailer E-bin""","""930 YISHUN AVENUE 2, NORTHPOINT CITY, SOUTH WING, #B1-136/138, OUTLET ENTRANCE""",769098,769098,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.429244143,103.8361072
523,"""HARVEY NORMAN @ PARKWAY PARADE""","""2. Retailer E-bin""","""80 MARINE PARADE ROAD, PARKWAY PARADE, #02-34, IN-STORE""",449269,449269,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.30106068,103.9053395
524,"""HARVEY NORMAN @ SELETAR MALL""","""2. Retailer E-bin""","""33 SENGKANG WEST AVE, SELETAR MALL, #03-25, IN-STORE""",797653,797653,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.391315491,103.8762132
526,"""HARVEY NORMAN @ THE CENTREPOINT""","""2. Retailer E-bin""","""176 ORCHARD ROAD, THE CENTREPOINT, #03-31""",238843,238843,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.301514467,103.8400544
527,"""HARVEY NORMAN @ VIVA BUSINESS PARK""","""2. Retailer E-bin""","""750B CHAI CHEE ROAD #01-01 TO 06, TO 12, #02-02 TO 06 BUSINESS PARK, #01-09, IN-STORE""",469002,469002,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.323159298,103.92098
528,"""HARVEY NORMAN @ WEST MALL""","""2. Retailer E-bin""","""1 BUKIT BATOK CENTRAL LINK, WEST MALL, #03-06 TO 09, IN-STORE WALKWAY""",658713,658713,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.350375416,103.7491239
529,"""HARVEY NORMAN @ WESTGATE""","""2. Retailer E-bin""","""3 GATEWAY DRIVE, WESTGATE, #B1-32, IN-STORE""",608532,608532,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.33415752,103.7427665
530,"""LENOVO FLAGSHIP @ FUNAN MALL""","""2. Retailer E-bin""","""107 NORTH BRIDGE ROAD, FUNAN MALL, #03-19/20, IN-STORE""",179105,179105,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.291347597,103.8499898
531,"""MEGA DISCOUNT STORE @ KALLANG LEISURE PARK""","""2. Retailer E-bin""","""5 STADIUM WALK, KALLANG LEISURE PARK, #01-46-50, STORE REAR ENTRANCE""",397693,397693,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.302221774,103.8761527
532,"""MEGA DISCOUNT STORE @ UNITED SQUARE""","""2. Retailer E-bin""","""101 THOMSON ROAD, UNITED SQUARE, #B1-56D/E, MAIN ENTRANCE""",307591,307591,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.317334643,103.8434632
533,"""MUSTAFA CENTRE""","""2. Retailer E-bin""","""145 SYED ALWI ROAD""",207704,207704,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.310534931,103.8550021
534,"""POPULAR SINGAPORE @ BRAS BASAH COMPLEX""","""2. Retailer E-bin""","""231 BRAS BASAH COMPLEX, #04-23/ 33""",180231,180231,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.296815259,103.8536195
535,"""SHENG SIONG @ 118 ALJUNIED""","""2. Retailer E-bin""","""118 ALJUNIED AVE 2, #01-100, MAIN ENTRANCE""",380118,380118,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.320000402,103.8873631
536,"""SHENG SIONG @ 451 BUKIT BATOK""","""2. Retailer E-bin""","""451 BUKIT BATOK WEST AVENUE 6, #01-10, COMMON CORRIDOR""",650451,650451,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.35303718,103.7439426
537,"""SHENG SIONG @ 602A TAMPINES""","""2. Retailer E-bin""","""602A TAMPINES AVENUE 9, #01-01, MAIN ENTRANCE""",521602,521602,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.361136458,103.9374256
538,"""SHENG SIONG @ 720 CLEMENTI WEST""","""2. Retailer E-bin""","""720 CLEMENTI WEST ST 2, #01-144, COMMON CORRIDOR""",120720,120720,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.302464088,103.763751
539,"""SHENG SIONG @ CANBERRA""","""2. Retailer E-bin""","""105 CANBERRA ST, EAST BROOK @ CANBERRA, #02-05, COMMON CORRIDOR""",750105,750105,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.448855647,103.8324092
540,"""SHENG SIONG @ ITE COLLEGE CENTRAL""","""2. Retailer E-bin""","""2 ANG MO KIO DRIVE, #A1-12, NEAR ENTRANCE, BESIDE CHECK IN AREA""",567720,567720,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.377892049,103.856412
541,"""SINGTEL @ COMCENTRE""","""2. Retailer E-bin""","""31B EXETER ROAD, COMCENTRE""",239733,239733,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.298975502,103.8384064
542,"""STARHUB @ PLAZA SINGAPURA""","""2. Retailer E-bin""","""68 ORCHARD ROAD, PLAZA SINGAPURA, #01-36, IN-STORE""",238839,238839,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.300820718,103.8450673
543,"""STARHUB @ TAMPINES CENTRAL""","""2. Retailer E-bin""","""4 TAMPINES CENTRAL 5, TAMPINES CENTRAL, #02-27, IN-STORE""",529510,529510,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.352504683,103.9446826
544,"""GIANT @ 181 TOA PAYON LORONG 4""","""3. Manned Collection (Contact staff for disp""","""181 TOA PAYOH LORONG 4, #01-602""",310181,310181,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.333619362,103.8509787
545,"""GIANT @ PAYA LEBAR SQUARE""","""3. Manned Collection (Contact staff for disp""","""60 PAYA LEBAR ROAD, #B1-01""",409051,409051,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.31881487,103.8925808
546,"""GIANT @ WOODLANDS MART""","""3. Manned Collection (Contact staff for disp""","""768 WOODLANDS AVENUE 6, #01-33""",730768,730768,"""E-waste accepted: Batteries and Lamps only""","""https://alba-ewaste.sg""",1.445750777,103.7981198
547,"""APPLE @ JEWEL""","""3. Manned Collection (Contact staff for disp""","""78 AIRPORT BOULEVARD, JEWEL, #02-234""",819666,819666,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.360062894,103.9899892
549,"""APPLE @ ORCHARD""","""3. Manned Collection (Contact staff for disp""","""270 ORCHARD ROAD, APPLE ORCHARD""",238857,238857,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.302983123,103.8362839
550,"""M1 @ BUGIS JUNCTION""","""3. Manned Collection (Contact staff for disp""","""80 MIDDLE ROAD, BUGIS JUNCTION, #01-81""",188966,188966,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.298469637,103.854867
551,"""M1 @ CAUSEWAY POINT""","""3. Manned Collection (Contact staff for disp""","""1 WOODLANDS SQUARE, CAUSEWAY POINT, #03-01""",738099,738099,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.435900079,103.7857958
552,"""M1 @ IMM""","""3. Manned Collection (Contact staff for disp""","""2 JURONG EAST STREET 21, IMM, #01-53""",609601,609601,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.334917588,103.7468771
553,"""M1 @ NEX""","""3. Manned Collection (Contact staff for disp""","""23 SERANGOON CENTRAL, NEX, #B1-56""",556083,556083,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.350675514,103.8718616
555,"""M1 @ PARKWAY PARADE""","""3. Manned Collection (Contact staff for disp""","""80 MARINE PARADE ROAD, PARKWAY PARADE, #02-24""",449269,449269,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.30106068,103.9053395
556,"""M1 @ PERANAKAN PLACE COMPLEX""","""3. Manned Collection (Contact staff for disp""","""178B - 180A ORCHARD ROAD, PERANAKAN PLACE COMPLEX""",238845,238845,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.301401197,103.8392783
557,"""M1 @ TAMPINES MALL""","""3. Manned Collection (Contact staff for disp""","""4 TAMPINES CENTRAL 5, TAMPINES MALL, #03-01""",529510,529510,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.352504683,103.9446826
558,"""M1 @ WEST MALL""","""3. Manned Collection (Contact staff for disp""","""1 BUKIT BATOK CENTRAL LINK, WEST MALL, #01-16""",658713,658713,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.350375416,103.7491239
559,"""POPULAR SINGAPORE / URBANWRITE @ UNITED SQUARE""","""3. Manned Collection (Contact staff for disp""","""101 THOMSON ROAD, UNITED SQUARE, #B1-56/56A""",307591,307591,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.317334643,103.8434632
560,"""POPULAR SINGAPORE @ BEDOK MALL""","""3. Manned Collection (Contact staff for disp""","""311 NEW UPPER CHANGI ROAD, BEDOK MALL, #B2-02/35/36""",467360,467360,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.324750542,103.9291892
561,"""POPULAR SINGAPORE @ BUKIT PANJANG PLAZA""","""3. Manned Collection (Contact staff for disp""","""1 JELEBU ROAD, BUKIT PANJANG PLAZA, #03-01""",677743,677743,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.380522395,103.7640514
562,"""POPULAR SINGAPORE @ BUKIT TIMAH PLAZA""","""3. Manned Collection (Contact staff for disp""","""1 JALAN ANAK BUKIT, BUKIT TIMAH PLAZA, #01-16""",588996,588996,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.338631653,103.7785854
563,"""POPULAR SINGAPORE @ CAUSEWAY POINT""","""3. Manned Collection (Contact staff for disp""","""1 WOODLANDS SQUARE, CAUSEWAY POINT, #03-29/30""",738099,738099,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.435900079,103.7857958
564,"""POPULAR SINGAPORE @ CLEMENTI MALL""","""3. Manned Collection (Contact staff for disp""","""3155 COMMONWEALTH AVENUE WEST, CLEMENTI MALL, #05-01 TO 05""",129588,129588,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.315495939,103.7645838
565,"""POPULAR SINGAPORE @ COMPASS ONE""","""3. Manned Collection (Contact staff for disp""","""1 SENG KANG SQUARE, COMPASS ONE, #03-11""",545078,545078,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.392053142,103.8950705
566,"""POPULAR SINGAPORE @ EASTPOINT MALL""","""3. Manned Collection (Contact staff for disp""","""3 SIMEI STREET 6, EASTPOINT MALL, #03-23""",528833,528833,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.342691998,103.9530508
567,"""POPULAR SINGAPORE @ HDB HUB""","""3. Manned Collection (Contact staff for disp""","""530 TOA PAYOH LOR 6, HDB HUB, #02-01""",310530,310530,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.332168106,103.8470864
568,"""POPULAR SINGAPORE @ HEARTLAND MALL - KOVAN""","""3. Manned Collection (Contact staff for disp""","""205 HOUGANG STREET 21, HEARTLAND MALL - KOVAN, #03-00""",530205,530205,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.359541773,103.8851674
569,"""POPULAR SINGAPORE @ HOUGANG MALL""","""3. Manned Collection (Contact staff for disp""","""90 HOUGANG AVENUE, HOUGANG MALL, #03-15""",538766,538766,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.372483087,103.8937881
570,"""POPULAR SINGAPORE @ JUNCTION 8 SHOPPING CENTRE""","""3. Manned Collection (Contact staff for disp""","""9 BISHAN PLACE, JUNCTION 8, #04-02A""",579837,579837,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.350422157,103.8488262
571,"""POPULAR SINGAPORE @ JURONG POINT""","""3. Manned Collection (Contact staff for disp""","""1 JURONG WEST CENTRAL 2, JURONG POINT, #B1-41""",648886,648886,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.339452004,103.706685
572,"""POPULAR SINGAPORE @ LOT ONE SHOPPERS' MALL""","""3. Manned Collection (Contact staff for disp""","""21 CHOA CHU KANG AVENUE 4, LOT ONE, #03-13""",689812,689812,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.385068365,103.7449504
573,"""POPULAR SINGAPORE @ MARINE PARADE CENTRAL""","""3. Manned Collection (Contact staff for disp""","""86 MARINE PARADE CENTRAL, #02-101/102""",440086,440086,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.301737217,103.9067545
574,"""POPULAR SINGAPORE @ NEX MALL""","""3. Manned Collection (Contact staff for disp""","""23 SERANGOON CENTRAL, NEX MALL, #04-59/60""",556083,556083,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.350675514,103.8718616
575,"""POPULAR SINGAPORE @ NORTHPOINT CITY""","""3. Manned Collection (Contact staff for disp""","""930 YISHUN AVENUE 2, NORTHPOINT CITY, #03-12""",769098,769098,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.429244143,103.8361072
576,"""POPULAR SINGAPORE @ OASIS TERRACES""","""3. Manned Collection (Contact staff for disp""","""681 PUNGGOL DRIVE, OASIS TERRACES, #03-15/16""",820681,820681,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.402780157,103.9132151
